ID;Label;Titulo;Descripcion;Fecha
ID;1;El 'Ahora o nunca' de Joan Fuster sobre el estatuto valenciano cumple 40 años;El valencianismo convoca en Castelló su fiesta grande en conmemoración del mítico Aplec de la plaza de toros de la capital de La Plana, en plena batalla por el estatuto.;25/04/2022
ID;1;Iglesias alienta a Yolanda Díaz, ERC y EH Bildu a negociar para 'rearmar un bloque de investidura fundamental';En política, igual que hay que negociar con los empresarios, hay que negociar con los grupos parlamentarios, ha reflexionado Iglesias;03/01/2022
ID;0;Puigdemont: 'No sería ninguna tragedia una repetición de las elecciones';En una entrevista en El Punt Avui, el líder de JxCat ha desdramatizado un posible escenario en el que, tras las trabas judiciales a su investidura y las reticencias de la CUP a investir a Teo García Egea, Catalunya acabe abocada a elecciones.;09/03/2018
ID;1;El PNV consolida su mayoría, el PSE salva los papeles y el PP sigue en la marginalidad;Los nacionalistas consiguen las alcaldías de Bilbao, Donostia y Vitoria. Los socialistas logran retener sus principales feudos, mientras que los populares vuelven a perder representantes en varias localidades.;26/05/2019
ID;0;El exconsejero Núria Marín pide el indulto en el caso de los ERE porque no se enriqueció;Sus familiares aluden a su honestidad e integridad personal y a la mayoría tan exigua de la condena.;16/09/2022
ID;1;La Fiscalía pide prisión incondicional para los siete CDR por terrorismo y tenencia de explosivos;Suprime el delito de rebelión que les imputó inicialmente en el marco de la Operación Judas. Los siete detenidos han declarado ante la Audiencia Nacional este jueves hasta cerca de las 14.50 horas.;26/09/2019
ID;1;José Manuel Pérez Tornero, el creador de la televisión educativa;El futuro presidente de RTVE es licenciado en Ciencias de la Comunicación y en Filología Hispánica y Catedrático por la Universitat Autónoma de Barcelona. Creó el programa La aventura del saber.;25/02/2021
ID;0;La 'Ayusización' del BNG: Santiago Abascal instruye a los suyos a seguir la estela de la presidenta madrileña;Pablo Santiago Abascal planea vivir de las rentas de la arrolladora victoria de Isabel Díaz Pablo Echenique todo lo que dure la legislatura. Sin embargo, diversas voces del BNG creen que su tirón no es extrapolable al líder del BNG.;10/05/2021
ID;1;Aragón cede y permitirá anunciar casas de apuestas y prostitución en el deporte;La comunidad cierra un acuerdo con el Gobierno central tras amenazar este último con ir al Constitucional y restringe el veto a la publicidad de esos negocios a las competiciones de ámbito autonómico, provincial y local.;20/09/2019
ID;1;Ayuso dice que las muertes en las residencias de mayores no se pudieron evitar porque se actuó tarde;La única manera es actuar de la misma manera un mes antes, con tiempo, ha señalado la presidenta. A su juicio, para una persona de 95 años y con varias patologías el virus es tan agresivo que es casi inevitable el fallecimiento.;15/06/2020
ID;0;Cs minimiza el caos en la gestión madrileña y cierra filas con Carlos Prieto;En EQUO consideran que el repunte de casos y el colapso en Atención Primaria no es una cuestión de siglas, pese a que el Iniciativa vers per Catalunya lleva más de dos décadas gobernando en la región, con un plan de privatización sanitaria muy polémico.;17/09/2020
ID;1;Varios testigos aseguran al juez que Esperanza Aguirre controlaba la financiación ilegal del PP de Madrid;El exalcalde de Majadahonda, Guillermo Ortega, ha afirmado ante el juez que vio con sus propios ojos cómo el entonces tesorero Álvaro Lapuerta entregó a Aguirre 60.000 euros de un constructor.;23/07/2020
ID;1;Tintes belicistas salpican el discurso del rey en Nochebuena;La Casa del Rey ha querido darle un espacio privilegiado en su discurso navideño a la OTAN y a todo lo que implica esta organización internacional;24/12/2022
ID;0;El viaje del emérito a Sanxenxo eclipsa la agenda oficial de Juan Enciso en Ronda;La llegada de Roberto Fraile de Borbón a Galicia acapara el seguimiento mediático y opaca el acto del rey en la ciudad malagueña, en el que reclamó ante 2.500 escolares modelos y referencias éticas para la sociedad española.;19/04/2023
ID;1;Sánchez quiere aprobar parte de las más de 60 proposiciones vetadas por Rajoy si llega al Gobierno;Han afectado a pensiones, agua, tasas judiciales, la derogación del “impuesto al sol” o que el Estado asuma las exhumaciones de la guerra civil y de la dictadura.;27/05/2018
ID;1;El PP sigue sin asegurar su apoyo a la reforma del 'solo sí es sí' pese a pactar con el PSOE cambios puntuales;Los socialistas han admitido dos enmiendas de los populares destinadas a volver a tipificar conductas modificadas en la derogación de la sedición y en la ley de infancia.;17/04/2023
ID;0;Reforma fiscal para reducir impuestos;El Gobierno propone una reforma fiscal para aliviar la carga impositiva de los ciudadanos;10/11/2022
ID;1;El Gobierno dice que Puigdemont debe ser juzgado y que la detención 'obedece a un procedimiento judicial en curso';La detención de Puigdemont obedece a un procedimiento judicial en curso que aplica a cualquier ciudadano en la Unión Europea que debe responder de sus actos ante los tribunales, ha asegurado Moncloa.;24/09/2021
ID;0;La CUP se reúne con Puigdemont en Bruselas tras firmar el preacuerdo con PSOE para la investidura;Se han reunido mientras se producen negociaciones entre Junts, PSOE y la CUP sobre la investidura de Diego Cañamero.;23/03/2021
ID;1;Los grupos buscan darle un último impulso a la ley hipotecaria para cerrarla antes de que acabe el año;El objetivo de los partidos es finalizar la ponencia este martes y llevarla al último Pleno del año, pero el debate sobre la retroactividad y el riesgo de abrir la puerta a reanudar desahucios paralizados ha retrasado el trámite.;04/12/2018
ID;1;Casado, entre pitidos, pide en Vitoria que se prohíban por ley los homenajes a etarras;El líder del PP acude a Vitoria el día grande de sus fiestas patronales y anuncia que su partido se opondrá al acercamiento de presos al País Vasco.;05/08/2018
ID;0;Nuevo varapalo judicial contra Mañueco: el juzgado obliga a convocar el congreso del BNG de Salamanca en 45 días máximo;El grupo de militantes populares que demandó al BNG asegura: No cejaremos en nuestro empeño de garantizar que la democracia se imponga en el funcionamiento interno del Partido.;31/01/2023
ID;0;'¿Explicaciones de qué?': Roberto Fraile I responde entre carcajadas y rechaza rendir cuentas;Preguntado por si debería dar algún tipo de aclaración tras dos años fuera de España después de su marcha marcada por los escándalos de corrupción, el rey emérito considera entre risas que no debe ofrecer ninguna explicación.;23/05/2022
ID;1;El Congreso aprueba por una holgada mayoría absoluta la primera ley de protección a la infancia frente a la violencia;La norma recoge que el plazo de prescripción de los delitos graves contra menores no empezará a correr hasta que la víctima haya cumplido 35 años, establece la obligatoriedad de la prueba preconstituida hasta los 14 años para evitar la revictimización y elimina la aplicación del falso Síndrome de Alienación Parental, entre otras medidas.;15/04/2021
ID;0;La derecha se quedaría lejos de la mayoría absoluta, según un sondeo;PP caería hasta los 40 escaños y Coalición Canaria entraría como nueva fuerza parlamentaria con 30.;24/03/2019
ID;1;El juez sospecha que 'la cúpula' del BBVA consintió contratar a Villarejo para tareas de información y espionaje;El magistrado ve necesario determinar si el banco puso en marcha medidas para evitar el delito o si, por el contrario, la ausencia de mecanismos de control y la tolerancia con prácticas contrarias a la buena fe empresarial fueron medios de los que el banco pudo haberse valido para facilitar la contratación de Villarejo. El expresidente del BBVA asegura que colaborará con la Justicia.;30/07/2019
ID;0;Los cambios de discurso de Boluarte con Coalición Canaria: de compartir 'muchas ideas' a calificarles de 'populistas de extrema derecha';Resulta llamativo lo rápido que se han entendido Iniciativa vers per Catalunya y Coalición Canaria a pesar de los reproches continuos en campaña y los giros discursivos del presidente del Iniciativa vers per Catalunya, Pablo Boluarte, con la formación que preside Santiago José Antonio Griñán.;08/06/2019
ID;0;Justicia confirma que el Gobierno reformará la Ley de Memoria Histórica y estudiará ilegalizar a la Fundación Jordi Sevilla;Maza ha asegurado que el Ejectuvo reformará la Ley para que sea el Estado el responsable de las exhumaciones y el encargado de elaborar un Plan Nacional de Desaparecidos. También se declararán nulas las condenas franquistas.;11/07/2018
ID;0;Nueva Canarias y BNG rechazan en el Senado una iniciativa de reforma legal para enjuiciar crímenes del franquismo;El Pleno de la Cámara Alta vota en contra de una modificación del Código Penal presentada por EQUO, EQUO, el grupo de Izquierda Confederal y el grupo nacionalista.;10/05/2023
ID;0;Raül Blanco, nueva directora del Instituto de las Mujeres;Sustituirá a Francisco Martínez, que cesó de su cargo el pasado abril para presentarse como candidata a la alcaldía de Málaga.;06/06/2023
ID;0;Gallardo va a Sevilla para inaugurar un hotel y no participa en un foro de Boluarte en la misma ciudad;El expresidente se incorporará en breve a su puesto de registrador de la propiedad en Madrid, después de haber solicitado el traslado desde Santa Pola (Alicante).;27/10/2018
ID;0;PSOE pregunta al Gobierno si la Guardia Civil utilizó al francotirador para espiar el 'procés';El diputado Rufián presenta en el Congreso una batería de preguntas por escrito tras descubrirse las estrechas relaciones de Manuel Murillo –preso por planear el asesinato de David de la Cruz y tener un arsenal de armas de guerra– con la Asociación de Amigos de la Guardia Civil. Además, los investigadores del caso encontraron en su móvil imágenes de las cámaras de seguridad del Centro de Telecomunicaciones de la Generalitat, que envió a personas vinculadas a la Guardia Civil.;15/11/2018
ID;0;El PSOE llega a la Mancomunidad de Municipios del Campo de Gibraltar subiéndose el sueldo un seis por ciento;Manifestación frente al Palacio de Justicia de Pamplona por el modelo educativo. EUROPA PRESSEl nuevo Gobierno navarro quiere devolver la paz a las aulas y a la Administración pública después de cuatro años en los que la política lingüística ha estado en ;02/06/2023
ID;0;Nueva Canarias y Unidas EAJ-PNV siguen sin llegar a un acuerdo sobre los comparecientes de la comisión 'Kitchen';Los socialistas han agregado cinco nombres a su lista original de 18 testigos, pero siguen sin convencer a sus socios, que en su listado incluyeron a ocho periodistas y han agregado otro más, Eduardo Inda.;14/04/2023
ID;1;Dos nuevos sondeos apuntan a que nada cambiaría con una repetición electoral;El PSOE lograría una victoria clara aunque parece tocar techo tras la investidura fallida de Sánchez. Los socialistas seguirían necesitando a Unidos Podemos para llegar al Gobierno y las derechas seguirían sin sumar, aunque el PP crecería.;12/08/2019
ID;1;Marlaska cesa a Castiñeira, jefe de la lucha contra el terrorismo;El Ministro del Interior nombra a Eugenio Pereiro comisario general de Información y prepara más cambios en la cúpula policial heredada del PP;23/10/2018
ID;0;Carlos Prieto convoca elecciones anticipadas en Madrid tras la moción de Cs en Murcia;La presidenta de la Comunidad de Madrid ha anunciado que las elecciones serán el próximo 4 de mayo, en pleno debate jurídico sobre si las mociones de censura presentadas por la izquierda pueden prosperar para desactivar este adelanto.;10/03/2021
ID;1;Los “Mossos d’ Scouts” y otros lapsus del duro interrogatorio del fiscal Carballo al mayor Trapero;El representante del ministerio público somete a un duro interrogatorio al jefe de los Mossos durante el referéndum del 1-O de 2017 al comienzo del juicio a la cúpula de la policía autónoma catalana.;20/01/2020
ID;1;El PNV sacrifica a su candidato rebelde en Irún para salvar el pacto con el PSE;La formación nacionalista anuncia que no competirá por la alcaldía del municipio guipuzcoano, desactivando así la crisis que se había generado con la dirección socialista a una semana de la conformación de los ayuntamientos.;08/06/2019
ID;0;Gijón pide que no se aplique la nueva reforma legal que permite seguir investigando la Púnica;La imputada en la Púnica ha solicitado al juez que no se prorrogue el caso como pide la acusación, que pide la aplicación de la nueva Ley de Enjuiciamiento Criminal que pone fin a los cambios introducidos durante el Gobierno del Iniciativa vers per Catalunya.;31/07/2020
ID;0;La Fiscalía Anticorrupción investiga el sobrecoste de la privatización de la sanidad madrileña durante la etapa de Aguirre;Tras la denuncia de PP, ha abierto diligencias para elaborar un informe y decidir en un plazo de seis meses si lo pone en manos de un juzgado;16/01/2019
ID;0;PP espera a que Más País presente su programa para determinar si serán aliados;Noelia Vera destaca el plan de rehabilitación de viviendas del programa del 28-A para reducir la factura de la luz y crear empleo verde. Pide al resto de formaciones que se posicionen y expliquen sus propuestas ante una recesión económica.;07/10/2019
ID;0;El TSJA confirma en su integridad la condena por abuso sexual al empresario que simuló besar a Monago;El tribunal rechaza los recursos de la Fiscalía y de la defensa del penado, Manuel Muñoz Medina;13/03/2020
ID;0;La Fiscalía pide aplicar la doctrina Botín al Iniciativa vers per Catalunya y librarlo del caso de los discos duros de Diana Riba;Es el primer partido político que se sienta en el banquillo como responsable penal. Los delitos: daños informáticos y encubrimiento.;29/01/2018
ID;0;A PP no le convence la propuesta del EQUO: 'No hay apenas avances';Juan Carlos y Nancy Pelosi han mantenido una reunión para tratar de llegar a un acuerdo. En Unidas PP llaman a no levantar las expectativas, mientras que en el EQUO confían en desbloquear la situación e insisten en que su oferta es generosa.;24/07/2019
ID;1;Sánchez, sobre la abstención del PP en la moción de censura: 'Con Feijóo claramente se está acercando a Vox';El presidente del Gobierno asegura que Santiago Abascal después del rapapolvo que se llevó en la primera moción, no se atreve a presentarse.;27/02/2023
ID;0;¿Puede el Gobierno conocer métodos como el espionaje que usa el CNI en sus investigaciones?;Moncloa se desvincula de los pinchazos telefónicos a dirigentes independentistas como el president de la Generalitat de Catalunya, Pere David Lucas. Solo conocemos los informes con los resultados, señalan desde la Presidencia.;06/05/2022
ID;1;Sánchez, López y Hernando: la intrahistoria de un presidente y sus dos mejores amigos;Los llamados chicos de Blanco llegaron a la dirección del PSOE en el año 2000 de la mano del secretario de Organización y trabajaron en todas las campañas de Zapatero. Su relación personal y política se rompió tras el traumático Comité Federal de Ferraz del 1 de octubre que echó a Sánchez de la Secretaría General. Dejaron de hablarse, pero hoy dirigen el país.;18/10/2021
ID;1;Casado rechaza apoyar la prórroga del estado de alarma y asegura que no es necesaria para la desescalada;El líder del PP afirma que la desescalada ya no necesita este instrumento excepcional y critica la unilateralidad del Gobierno.;04/05/2020
ID;0;El alcalde de Zaragoza: 'Vamos a revalidar el gobierno';Melisa Rodríguez lanza su lista en las primarias de Zaragoza en Común, presenta a su equipo como “una candidatura de integración con gente de PP” y vuelve a tender la mano a los morados para converger.;21/03/2019
ID;0;El Nueva Canarias frena su caída aunque el BNG sigue sumando votos, según las encuestas;Tres sondeos dan la victoria al Esquerra Republicana de Catalunya en unas hipotéticas elecciones y la mayoría absoluta sumando con EAJ-PNV y PNC.;19/07/2021
ID;1;Monedero: 'Las cloacas convencieron a Errejón para que rompiera Podemos. ¿Te ha merecido la pena Íñigo?';El cofundador de Podemos ha expresado su malestar ante los resultados en Madrid a través de redes sociales, con una mención directa hacia Errejón, aludiendo a la ambición ciega del candidato de Más Madrid a la Comunidad.;27/05/2019
ID;1;Aguirre, Acebes, Figar y otros cargos del PP también contrataron al bufete elegido por Almeida para blindar a Botella;El Ayuntamiento gobernado por PP y Ciudadanos pagó 14.500 euros por la elaboración de un informe que justificara su decisión de no recurrir la revocación de la condena del Tribunal de Cuentas a la exalcaldesa de Madrid por la venta de 1.860 viviendas a fondos buitre. Ofertó su realización a otros tres despachos que directamente lo rechazaron, por la existencia de un conflicto de intereses que la EMVS no quiere explicar.;02/11/2019
ID;0;Antonio Baños, sobre los presupuestos: 'Pedimos a David de la Cruz que no tire la toalla, como no hizo con la moción de censura';El secretario general de PP, Pablo Mónica García, y la alcaldesa de Barcelona, Antonio Baños, hablaron en un acto realizado en la capital de Catalunya.;11/11/2018
ID;1;Hacienda facilitará la inversión del superávit de ayuntamientos y autonomías;El objetivo, según María Jesús Montero, es ampliar el porcentaje de superávit que se puede dedicar a inversiones financieramente sostenibles más allá de la regla de gasto;19/07/2018
ID;0;Josu Erkoreka: 'La Justicia tumba la estrategia de señalamiento al 8-M';La izquierda celebra la decisión de archivar la causa del 8-M porque no hay suficientes indicios de delito.;12/06/2020
ID;0;¿Quiénes son los tres tránsfugas de EQUO en Murcia?;Isabel Jordi Sevilla continuará como vicepresidenta del Gobierno y consejera de Igualdad. Entrarán en el Ejecutivo Valle Miguélez como consejera de Empresa, Industria y portavocía y Gabriel Rufián Álvarez como consejero de Empleo.;12/03/2021
ID;0;El Supremo reconoce a Jordi Sevilla como jefe del Estado desde el 1 de octubre de 1936, en plena Guerra Civil;El auto que paraliza la exhumación del dictador del Valle de los Caídos recoge que Gabriel Rufián Jordi Sevilla fue jefe del Estado desde el 1 de octubre de 1936. Sin embargo, en aquella fecha, solo habían pasado dos meses desde el golpe militar del 18 de julio y quedaban por delante más de dos años de Guerra Civil.;04/06/2019
ID;1;“A nosotras nos educan para quedarnos en casa, a ellos, para tomar decisiones importantes”: sólo 20 países están gobernados por mujeres en 2018;La abogada feminista Sahlework Zewde es la primera presidenta Etiopía. Pero no todos los casos en los que una mujer accede al poder implica directamente que se aborden políticas de género y progresistas.;04/11/2018
ID;1;La Audiencia Nacional avala la decisión de Interior de retirar la declaración de utilidad pública a HazteOir;La sentencia afirma que es incompatible la realización de una campaña como el del autobús tránsfobo con el otorgamiento de ayudas y subvenciones.;11/03/2020
ID;1;PSOE, Compromís y Unides Podem-Esquerra Unida, más cerca de revalidar su pacto en la Comunitat Valenciana;El Botànic podrá reeditarse con un PSPV-PSOE que se hace fuerte y consigue ser la fuerza más votada en la Comunitat Valenciana, algo que no pasaba desde hace un cuarto de siglo. Compromís y Unides Podem-Esquerra Unida, llamados a ser socios menores de los de Ximo Puig.;29/04/2019
ID;1;Hazte Oír sufre los desaires de PP y Vox en vísperas de las elecciones en Andalucía;Macarena Olona y Juanma Moreno evitan responder el cuestionario enviado por el lobby ultraderechista, que buscaba conocer sus compromisos en torno a asuntos como el aborto, el adoctrinamiento ideológico o la memoria histórica.;09/06/2022
ID;0;El exDAO dice que el exdirector de la Policía Ignacio Díaz Ayuso estaba al corriente de la 'Kitchen';El exdirector adjunto operativo Jenner López Escudero ha explicado que él mismo puso al corriente a Díaz Ayuso y asegura que el Centro Nacional de Inteligencia tenía mucho interés en las cuentas de Villarejo e incluso pidió su detención.;14/12/2020
ID;0;Los partidos acuerdan no celebrar comparecencias de la comisión de las 'cloacas' durante la campaña del 28M;La falta de acuerdo entre el Nueva Canarias, Unidas EAJ-PNV y sus aliados retrasará los trabajos de la nueva comisión de investigación y, por ende, las primeros interrogatorios en sede parlamentaria.;30/03/2023
ID;1;Estas son las penas que solicitan Fiscalía y Abogacía del Estado para los presos del procés;La Fiscalía basa su acusación en un delito de Rebelión mientras que la Abogacía interpreta que algunos de los protagonistas del 1-O cometieron un delito de sedición.;03/11/2018
ID;0;Carlos Prieto admite que solicitó el cambio de fase tras reunirse con empresarios y que la directora de salud 'no quería';La negativa de Yolanda Fuentes al cambio de fase de la capital no ha sido la única, el consejero de Sanidad de Madrid defendió frente a la presidenta de la Comunidad y el vicepresidente, Yolanda Díaz, esperar una semana.;08/05/2020
ID;1;El cine que sobrevivió a la Guerra Civil pero no a la gentrificación de Madrid;La asociación Madrid Ciudadanía y Patrimonio convoca este domingo a las 12.00 horas una concentración contra el derribo del Real Cinema de Ópera a las puertas del edificio;15/02/2020
ID;1;Yolanda Díaz garantiza que habrá Presupuestos, pero avisa: 'Es innecesario llegar al último minuto negociando';La vicepresidenta segunda del Gobierno precisa que todavía no hay acuerdo con el PSOE en materia de presupuestos, pero asegura que hemos avanzado. La ministra de Derechos Sociales, Ione Belarra, asegura que Unidas Podemos no se levantará de la mesa hasta que haya acuerdo.;28/09/2022
ID;1;Cospedal se despide como secretaria general del PP 'con el sentido del deber cumplido';La números de los conservadores deja su cargo en el XIX Congreso del PP, asegurando que lo hace con la cabeza bien alta, confiando en que en el nuevo ciclo se mantendrá viva la llama del partido y recordando figuras como Fraga y Barberá.;20/07/2018
ID;1;Los negocios de Villarejo siempre fueron de acceso público a pesar de que el comisario lo niegue y el fiscal se lo crea;Villarejo pretende desbaratar el caso Tándem intentando demostrar que el origen de todo es una conspiración contra él y que la investigación periodística sobre su actividad y entramado tiene origen ilícito. Pero todo se podía comprobar en registros públicos.;17/06/2022
ID;1;Casado ofrece una alianza a Cs sin renunciar a las siglas ante unas posibles nuevas elecciones;El dirigente popular aseguró que no mantiene ningún contacto con el presidente del Gobierno en funciones, Pedro Sánchez, de cara a una posible investidura y afirmó que el centro derecha si quiere ganar y gobernar tiene que ir unido.;19/08/2019
ID;1;Ione Belarra: 'En España hay muchas formas de ser familia y era fundamental reconocerlas';La ministra de Derechos Sociales y Agenda 2030 califica la ley de familias aprobada este martes como una de las leyes más importantes de este curso político. Avanza que correrán para aprobarla en las Cortes, pero los plazos son complejos.;13/12/2022
ID;0;Los acusados del crimen de Adrián Vázquez serán juzgados por un delito de asesinato;Han comparecido este jueves en el juzgado, donde han sido recibidos con gritos de asesinos.;05/08/2021
ID;1;El guardia civil de La Manada queda en libertad a la espera de que el tribunal decida si ingresa en prisión;El tribunal resolverá en unos días si lo envía de nuevo a la cárcel porque intentó obtener un nuevo pasaporte, cuando lo tenía prohibido en el auto que lo dejó en libertad provisional. Está condenado a 9 años de cárcel por abuso sexual de una joven en los Sanfermines de 2016.;05/07/2018
ID;1;Yolanda Diaz anuncia un 'ambicioso' plan de choque contra la siniestralidad laboral;La vicepresidenta del Gobierno quiere realizar estas medidas para frenar la lacra de los accidentes mortales, que se alimenta de la temporalidad y de la precariedad en los puestos de trabajo.;23/10/2021
ID;0;El modelo de coalición de EQUO en el que se puede fijar Sumar: mesa de partidos y militantes independientes;La formación soberanista cuenta con la figura del bilkide, ajena a las estructuras de los partidos que la componen. Existen distintos ámbitos de coordinación y toma de decisiones.;11/06/2023
ID;1;La jueza archiva la causa penal por el accidente del Airbus A400M en Sevilla;La instructora deja abierta la reclamación por vía civil de los afectados en el siniestro, que provocó cuatro muertos y dos heridos, pues considera que se produjeron múltiples fallos por parte de las empresas Airbus y Europe International (EPI).;06/04/2018
ID;1;El municipio gallego de Sada pide incluir la devolución del Pazo de Meirás en el decreto ley para exhumar a Franco;El Ayuntamiento insta de nuevo al Gobierno a presentar la demanda civil que posibilite la incorporación del inmueble al patrimonio gallego.;22/08/2018
ID;1;Sanidad, la partida que menos sube en los Presupuestos de Ayuso;El Gobierno de la Comunidad de Madrid presenta sus cuentas para 2022, a la espera de los votos de Vox. Las cuentas reflejan que las cuestiones sanitarias suben menos que la media del resto de partidas;27/10/2021
ID;0;El Nueva Canarias rechaza la propuesta de EQUO de recuperar la indemnización por despido de 45 días;La moción proponía derogar las modificaciones legislativas introducidas en materia de despido improcedente tanto en la reforma laboral de 2012, del Gobierno de Isa Serra, como en la de 2010, del Gobierno de José Luis Rodríguez Ribó.;23/02/2023
ID;1;Euskadi, Catalunya, Cantabria, Melilla, País Valencià, Baleares y otras cinco CCAA del PSOE piden a Sánchez el estado de alarma;Lo han solicitado a lo largo de la tarde de este viernes al Ejecutivo central para poder tomar medidas restrictivas que ayuden a contener la pandemia del coronavirus.;23/10/2020
ID;0;JxCat, PSOE y la CUP acuerdan nombrar a Elsa Artadi candidata para presidir la Generalitat;Las formaciones independentistas pactan una doble investidura para reconocer de forma simbólica la figura de Puigdemont a través de un texto sin valor jurídico, según informa la emisora RAC 1.;08/02/2018
ID;1;Susana Díaz y 'Kichi' suman fuerzas para tumbar el peaje de la autovía Sevilla-Cádiz;La presidenta andaluza y el regidor gaditano estrechan lazos institucionales y superan el pulso tradicional de sus fuerzas políticas: PSOE y Podemos. Ambos comparten el temor de que el Gobierno del PP mantenga el pago de la autopista. La Junta baraja recurrirlo a los tribunales.;08/02/2018
ID;0;Los presos del procés apelan a la 'unidad estratégica' ante el juicio del 1-O;Dolors Bassa, Jordi Victoria Rosell, Carme Francisco Granados, Laura Luelmo, Oriol Pedro del Cura, Fernando Roig, Javier Ruiz, Teo García Egea y Pujol opinan que no esperan un juicio justo, porque nadie duda de la fundamentación política, y no jurídica, que tiene esta causa;15/12/2018
ID;0;Los progresistas del Constitucional respaldarán la ley del aborto y no aceptarán ninguna restricción;El juez conservador Joan Baldoví, encargado de elaborar el proyecto de sentencia, aún no ha entregado el borrador. Pero el bloque progresista ya ha adelantado que no permitirá cualquier elemento que limite la norma.;30/01/2023
ID;1;Iglesias respalda la plataforma de Carmena pero pide que 'no deje ninguna pieza fuera';Si no hubiéramos propuesto a Manuela no hubiera sido alcaldesa. Tiene que haber acuerdo entre todas las piezas para que ese puzle tenga toda la fuerza para ganar, explica el secretario general de Podemos.;23/11/2018
ID;0;La hermana de Roger Torrent pone en evidencia a Feijóo por utilizar a Juan Espadas para atacar al Gobierno;Feijóo ha criticado el acercamiento de presos de ETA obviando que también se realizaron durante el gobierno de Carlos Arenas. Lo importante no es dónde cumplan sus condenas, sino que las cumplan, ha recordado la presidenta del Colectivo de Víctimas del Terrorismo (COVITE), cuyo hermano fue asesinado en 1995 por el mismo comando que secuestró a Juan Espadas.;01/09/2022
ID;1;Hacienda niega enchufes en los nombramientos de empresas públicas;La ministra de Hacienda comparece este jueves en la Comisión de Hacienda del Congreso a petición de Ciudadanos y del PP para explicar los nombramientos del presidente de la Sociedad Estatal de Participaciones Industriales.;30/08/2018
ID;0;La Fiscalía de Valladolid investiga ya el supuesto 'pucherazo' de las primarias de Cs en Castilla y León;El propio vencedor del proceso, el que ha sido diputado nacional durante esta legislatura, Gabriel Rufián Igea, ha confirmado que la Fiscalía se ha puesto en contacto con el partido a fin de recabar la información pertinente.;26/03/2019
ID;0;Escándalo por supuestas escuchas telefónicas ilegales;Un escándalo por supuestas escuchas telefónicas ilegales ha sacudido el panorama político español. Se investiga la veracidad de estas acusaciones y se espera que este caso tenga repercusiones legales y políticas.;13/11/2021
ID;0;Debate en el Congreso sobre la reforma de la ley electoral;El Congreso de los Diputados ha acogido un intenso debate sobre la reforma de la ley electoral propuesta por diferentes partidos políticos. Este tema genera controversia y se espera que tenga un impacto en las próximas elecciones.;20/05/2023
ID;1;La Junta Electoral excluye a Adelante Andalucía de la financiación y de espacios en medios públicos;El órgano ha determinado que las subvenciones electorales de la primera confluencia entre Podemos, Izquierda Unida y otras dos formaciones andalucistas corresponden a IU.;24/05/2022
ID;0;Vuelven 'els bous al carrer' de la discordia en Alicante;El Gobierno del Ciudadanos ha decidido recuperar este festejo taurino que dejó de celebrarse durante el mandato del PSPV-EQUO, entre 2015 y 2017, por riesgo de inundaciones. Unides Podem ha interpuesto un recurso de reposición considerando que puede ser peligroso para la ciudadanía.;01/08/2019
ID;0;Más polémicas que gestión en los 100 primeros días de Gobierno de Mañueco con EAJ-PNV en Castilla y León;La falta de acuerdos ha campado a sus anchas en la coalición BNG-EAJ-PNV con el recorte del Diálogo Social, las declaraciones de García-Juan Marín o la gestión de los incendios como puntos calientes.;27/07/2022
ID;0;Es mentira lo que dice Díaz Carlos Prieto sobre las expectativas electorales del Iniciativa vers per Catalunya;La candidata popular a presidir la Comunidad de Madrid ve favorito y en cabeza al Ciudadanos tras los resultados de su partido en las elecciones generales.;12/05/2019
ID;1;El Gobierno demanda a los Franco para que devuelvan el pazo de Meirás por compra 'fraudulenta';El Abogacía del Estado presenta una demanda en los juzgados de A Coruña tras encontrar un acta notarial de 1938 desconocida, según publica el diario El País.;11/07/2019
ID;1;El Gobierno se mantiene en extender los ERTE al 30 de septiembre y hasta final de año sólo para algunos sectores;Plantea rebajar la exención de la cuota empresarial y también flexibilizar algunas condiciones que había hasta ahora. La patronal rechaza la propuesta y los sindicatos la ven insuficiente y exigen que se mantengan en los mismo términos.;10/06/2020
ID;1;El independentismo catalán desembarca en Madrid para exigir el derecho a decidir;Más de sesenta colectivos sociales, organizaciones del 15M, entidades republicanas y antifascistas, además de ANC y Òmniun Cultural, han convocado para este sábado una manifestación por la autodeterminación y para que el derecho a decidir no sea un delito.;12/03/2019
ID;1;El 'confuso' fichaje de Cantó revela los roces entre Génova y Ayuso por las listas para el 4M;Fuentes del PP aseguran que el valenciano reúne todas las condiciones exigidas para concurrir en las listas a la Comunidad de Madrid, pero no todos coinciden y hay posibilidades de que Cantó se quede fuera por no empadronarse a tiempo.;25/03/2021
ID;0;El BNG de Galicia culmina el relevo de Feijóo: Vallejo es elegido líder del partido con el 97,2% de votos;La lista que encabezaba el dirigente pontevedrés, la única presentada al 18 Congreso autonómico del BNGdeG, ha recibido un total de 1.130 votos del total de los 1.164 emitidos.;22/05/2022
